00:00:02.00-1165 ->  SD OK~
00:00:02.00-1095 ->  BREAK STOP~
00:00:03.00-2826 ->  Controller Err~
00:00:04.00-3550 ->  START~
00:00:04.00-3500 ->  Battery :12.15 V~
00:00:04.00-3429 ->  Speed:0.00 km/hr ~
00:00:04.00-3379 ->  Battery :12.21 V~
00:00:04.00-3308 ->  Speed:0.00 km/hr ~
00:00:04.00-3257 ->  Battery :12.25 V~
00:00:04.00-3187 ->  Speed:0.00 km/hr ~
00:00:04.00-3136 ->  Battery :12.22 V~
00:00:04.00-3065 ->  Speed:0.00 km/hr ~
00:00:04.00-3016 ->  Battery :12.22 V~
00:00:05.00-4944 ->  Speed:0.00 km/hr ~
00:00:05.00-4891 ->  Battery :12.24 V~
00:00:05.00-4820 ->  Speed:0.00 km/hr ~
00:00:05.00-4770 ->  Battery :12.24 V~
00:00:05.00-4698 ->  Speed:0.00 km/hr ~
00:00:05.00-4648 ->  Battery :12.27 V~
00:00:05.00-4576 ->  Speed:0.00 km/hr ~
00:00:05.00-4527 ->  Battery :12.27 V~
00:00:05.00-4456 ->  Speed:0.00 km/hr ~
00:00:05.00-4405 ->  Battery :12.33 V~
00:00:05.00-4334 ->  Speed:0.00 km/hr ~
00:00:05.00-4284 ->  Battery :12.25 V~
00:00:05.00-4199 ->  Speed:0.00 km/hr ~
00:00:05.00-4148 ->  Battery :12.25 V~
00:00:05.00-4075 ->  Speed:0.00 km/hr ~
00:00:05.00-4024 ->  Battery :12.25 V~
00:00:06.00-5953 ->  Speed:0.00 km/hr ~
00:00:06.00-5903 ->  Battery :12.27 V~
00:00:06.00-5832 ->  Speed:0.00 km/hr ~
00:00:06.00-5782 ->  Battery :12.25 V~
00:00:06.00-5710 ->  Speed:0.00 km/hr ~
00:00:06.00-5660 ->  Battery :12.27 V~
00:00:06.00-5588 ->  Speed:0.00 km/hr ~
00:00:06.00-5539 ->  Battery :12.27 V~
00:00:06.00-5467 ->  Speed:0.00 km/hr ~
00:00:06.00-5417 ->  Battery :12.28 V~
00:00:06.00-5343 ->  Speed:0.00 km/hr ~
00:00:06.00-5293 ->  Battery :12.15 V~
00:00:06.00-5222 ->  Speed:0.00 km/hr ~
00:00:06.00-5171 ->  Battery :12.27 V~
00:00:06.00-5100 ->  Speed:0.00 km/hr ~
00:00:06.00-5051 ->  Battery :12.31 V~
00:00:07.00-6979 ->  Speed:0.00 km/hr ~
00:00:07.00-6929 ->  Battery :12.25 V~
00:00:07.00-6857 ->  Speed:0.00 km/hr ~
00:00:07.00-6807 ->  Battery :12.18 V~
00:00:07.00-6736 ->  Speed:0.00 km/hr ~
00:00:07.00-6686 ->  Battery :12.28 V~
00:00:07.00-6614 ->  Speed:0.00 km/hr ~
00:00:07.00-6562 ->  Battery :12.27 V~
00:00:07.00-6490 ->  Speed:0.00 km/hr ~
00:00:07.00-6440 ->  Battery :12.27 V~
00:00:07.00-6369 ->  Speed:0.00 km/hr ~
00:00:07.00-6318 ->  Battery :12.28 V~
00:00:07.00-6248 ->  Speed:0.00 km/hr ~
00:00:07.00-6197 ->  Battery :12.27 V~
00:00:07.00-6126 ->  Speed:0.00 km/hr ~
00:00:07.00-6060 ->  Battery :12.25 V~
00:00:08.00-7989 ->  Speed:0.00 km/hr ~
00:00:08.00-7910 ->  Battery :12.21 V~
00:00:08.00-7838 ->  Speed:0.00 km/hr ~
00:00:08.00-7758 ->  Battery :12.22 V~
00:00:08.00-7689 ->  Speed:0.00 km/hr ~
00:00:08.00-7608 ->  Battery :12.22 V~
00:00:08.00-7536 ->  Speed:0.00 km/hr ~
00:00:08.00-7457 ->  Battery :12.22 V~
00:00:08.00-7386 ->  Speed:0.00 km/hr ~
00:00:08.00-7306 ->  Battery :12.22 V~
00:00:08.00-7234 ->  Speed:0.00 km/hr ~
00:00:08.00-7155 ->  Battery :12.22 V~
00:00:08.00-7084 ->  Speed:0.00 km/hr ~
00:00:08.00-7004 ->  Battery :12.24 V~
00:00:09.00-8932 ->  Speed:0.00 km/hr ~
00:00:09.00-8853 ->  Battery :12.24 V~
00:00:09.00-8779 ->  Speed:0.00 km/hr ~
00:00:09.00-8702 ->  Battery :12.22 V~
00:00:09.00-8630 ->  Speed:0.00 km/hr ~
00:00:09.00-8551 ->  Battery :12.22 V~
00:00:09.00-8479 ->  Speed:0.00 km/hr ~
00:00:09.00-8399 ->  Battery :12.22 V~
00:00:09.00-8328 ->  Speed:0.00 km/hr ~
00:00:09.00-8249 ->  Battery :12.22 V~
00:00:09.00-8177 ->  Speed:0.00 km/hr ~
00:00:09.00-8097 ->  Battery :12.22 V~
00:00:09.00-8026 ->  Speed:0.00 km/hr ~
00:00:10.00-9947 ->  Battery :12.24 V~
00:00:10.00-9875 ->  Speed:0.00 km/hr ~
00:00:10.00-9795 ->  Battery :12.22 V~
00:00:10.00-9724 ->  Speed:0.00 km/hr ~
00:00:10.00-9645 ->  Battery :12.22 V~
00:00:10.00-9573 ->  Speed:0.00 km/hr ~
00:00:10.00-9494 ->  Battery :12.21 V~
00:00:10.00-9423 ->  Speed:0.00 km/hr ~
00:00:10.00-9343 ->  Battery :12.22 V~
00:00:10.00-9271 ->  Speed:0.00 km/hr ~
00:00:10.00-9192 ->  Battery :12.21 V~
00:00:10.00-9120 ->  Speed:0.00 km/hr ~
00:00:10.00-9041 ->  Battery :12.21 V~
00:00:11.00-10969 ->  Speed:0.00 km/hr ~
00:00:11.00-10890 ->  Battery :12.22 V~
00:00:11.00-10818 ->  Speed:0.00 km/hr ~
00:00:11.00-10739 ->  Battery :12.22 V~
00:00:11.00-10667 ->  Speed:0.00 km/hr ~
00:00:11.00-10587 ->  Battery :12.24 V~
00:00:11.00-10516 ->  Speed:0.00 km/hr ~
00:00:11.00-10435 ->  Battery :12.22 V~
00:00:11.00-10365 ->  Speed:0.00 km/hr ~
00:00:11.00-10285 ->  Battery :12.21 V~
00:00:11.00-10214 ->  Speed:0.00 km/hr ~
00:00:11.00-10133 ->  Battery :12.19 V~
00:00:11.00-10063 ->  Speed:0.00 km/hr ~
00:00:12.00-11983 ->  Battery :12.24 V~
00:00:12.00-11909 ->  Speed:0.00 km/hr ~
00:00:12.00-11831 ->  Battery :12.24 V~
00:00:12.00-11761 ->  Speed:0.00 km/hr ~
00:00:12.00-11681 ->  Battery :12.24 V~
00:00:12.00-11610 ->  Speed:0.00 km/hr ~
00:00:12.00-11530 ->  Battery :12.24 V~
00:00:12.00-11460 ->  Speed:0.00 km/hr ~
00:00:12.00-11379 ->  Battery :12.24 V~
00:00:12.00-11308 ->  Speed:0.00 km/hr ~
00:00:12.00-11228 ->  Battery :12.22 V~
00:00:12.00-11157 ->  Speed:0.00 km/hr ~
