00:00:02.00-1155 ->  SD OK~
00:00:02.00-1085 ->  BREAK STOP~
00:00:03.00-2816 ->  Controller Set~
00:00:04.00-3039 ->  START~
00:00:05.00-4987 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED ~
00:00:05.00-4927 ->  Battery :12.21 V~
00:00:05.00-4856 ->  Speed:0.00 km/hr ~
00:00:05.00-4805 ->  Battery :12.27 V~
00:00:05.00-4733 ->  Speed:0.00 km/hr ~
00:00:05.00-4683 ->  Battery :12.25 V~
00:00:05.00-4612 ->  Speed:0.00 km/hr ~
00:00:05.00-4561 ->  Battery :12.27 V~
00:00:05.00-4490 ->  Speed:0.00 km/hr ~
00:00:05.00-4437 ->  Battery :12.27 V~
00:00:05.00-4365 ->  Speed:0.00 km/hr ~
00:00:05.00-4314 ->  Battery :12.27 V~
00:00:05.00-4244 ->  Speed:0.00 km/hr ~
00:00:05.00-4192 ->  Battery :12.36 V~
00:00:05.00-4121 ->  Speed:0.00 km/hr ~
00:00:05.00-4071 ->  Battery :12.27 V~
00:00:06.00-5999 ->  Speed:0.00 km/hr ~
00:00:06.00-5949 ->  Battery :12.28 V~
00:00:06.00-5877 ->  Speed:0.00 km/hr ~
00:00:06.00-5826 ->  Battery :12.27 V~
00:00:06.00-5755 ->  Speed:0.00 km/hr ~
00:00:06.00-5704 ->  Battery :12.28 V~
00:00:06.00-5630 ->  Speed:0.00 km/hr ~
00:00:06.00-5579 ->  Battery :12.28 V~
00:00:06.00-5508 ->  Speed:0.00 km/hr ~
00:00:06.00-5457 ->  Battery :12.17 V~
00:00:06.00-5385 ->  Speed:0.00 km/hr ~
00:00:06.00-5335 ->  Battery :12.30 V~
00:00:06.00-5264 ->  Speed:0.00 km/hr ~
00:00:06.00-5213 ->  Battery :12.30 V~
00:00:06.00-5142 ->  Speed:0.00 km/hr ~
00:00:06.00-5091 ->  Battery :12.28 V~
00:00:06.00-5020 ->  Speed:0.00 km/hr ~
00:00:07.00-6969 ->  Battery :12.19 V~
00:00:07.00-6898 ->  Speed:0.00 km/hr ~
00:00:07.00-6844 ->  Battery :12.30 V~
00:00:07.00-6773 ->  Speed:0.00 km/hr ~
00:00:07.00-6722 ->  Battery :12.30 V~
00:00:07.00-6651 ->  Speed:0.00 km/hr ~
00:00:07.00-6600 ->  Battery :12.28 V~
00:00:07.00-6528 ->  Speed:0.00 km/hr ~
00:00:07.00-6478 ->  Battery :12.19 V~
00:00:07.00-6407 ->  Speed:0.00 km/hr ~
00:00:07.00-6356 ->  Battery :12.28 V~
00:00:07.00-6285 ->  Speed:0.00 km/hr ~
00:00:07.00-6233 ->  Battery :12.27 V~
00:00:07.00-6162 ->  Speed:0.00 km/hr ~
00:00:07.00-6109 ->  Battery :12.28 V~
00:00:07.00-6037 ->  Speed:0.00 km/hr ~
00:00:08.00-7987 ->  Battery :12.30 V~
00:00:08.00-7915 ->  Speed:0.00 km/hr ~
00:00:08.00-7864 ->  Battery :12.30 V~
00:00:08.00-7793 ->  Speed:0.00 km/hr ~
00:00:08.00-7742 ->  Battery :12.27 V~
00:00:08.00-7671 ->  Speed:0.00 km/hr ~
00:00:08.00-7620 ->  Battery :12.28 V~
00:00:08.00-7548 ->  Speed:0.00 km/hr ~
00:00:08.00-7498 ->  Battery :12.33 V~
00:00:08.00-7427 ->  Speed:0.00 km/hr ~
00:00:08.00-7376 ->  Battery :12.24 V~
00:00:08.00-7302 ->  Speed:0.00 km/hr ~
00:00:08.00-7251 ->  Battery :12.27 V~
00:00:08.00-7180 ->  Speed:0.00 km/hr ~
00:00:08.00-7100 ->  Battery :12.25 V~
00:00:08.00-7028 ->  Speed:0.00 km/hr ~
00:00:09.00-8949 ->  Battery :12.25 V~
00:00:09.00-8878 ->  Speed:0.00 km/hr ~
00:00:09.00-8798 ->  Battery :12.25 V~
00:00:09.00-8726 ->  Speed:0.00 km/hr ~
00:00:09.00-8647 ->  Battery :12.24 V~
00:00:09.00-8576 ->  Speed:0.00 km/hr ~
00:00:09.00-8497 ->  Battery :12.25 V~
00:00:09.00-8425 ->  Speed:0.00 km/hr ~
00:00:09.00-8345 ->  Battery :12.24 V~
00:00:09.00-8274 ->  Speed:0.00 km/hr ~
00:00:09.00-8195 ->  Battery :12.24 V~
00:00:09.00-8123 ->  Speed:0.00 km/hr ~
00:00:09.00-8043 ->  Battery :12.24 V~
00:00:10.00-9971 ->  Speed:0.00 km/hr ~
00:00:10.00-9893 ->  Battery :12.22 V~
