00:00:02.00-1163 ->  SD OK~
00:00:02.00-1093 ->  BREAK STOP~
00:00:03.00-2824 ->  Controller Set~
00:00:04.00-3046 ->  START~
00:00:05.00-4995 ->  (93,92,93,92,0.00,100,0)	BREAK STOPPED ~
00:00:05.00-4935 ->  LOCK~
00:00:05.00-4886 ->  Battery :12.28 V~
00:00:05.00-4814 ->  Speed:0.00 km/hr ~
00:00:05.00-4763 ->  Battery :12.34 V~
00:00:05.00-4692 ->  Speed:0.00 km/hr ~
00:00:05.00-4641 ->  Battery :12.31 V~
00:00:05.00-4569 ->  Speed:0.00 km/hr ~
00:00:05.00-4519 ->  Battery :12.36 V~
00:00:05.00-4447 ->  Speed:0.00 km/hr ~
00:00:05.00-4394 ->  Battery :12.34 V~
00:00:05.00-4322 ->  Speed:0.00 km/hr ~
00:00:05.00-4272 ->  Battery :12.31 V~
00:00:05.00-4201 ->  Speed:0.00 km/hr ~
00:00:05.00-4149 ->  Battery :12.34 V~
00:00:05.00-4078 ->  Speed:0.00 km/hr ~
00:00:05.00-4028 ->  Battery :12.34 V~
00:00:06.00-5956 ->  Speed:0.00 km/hr ~
00:00:06.00-5905 ->  Battery :12.34 V~
00:00:06.00-5833 ->  Speed:0.00 km/hr ~
00:00:06.00-5783 ->  Battery :12.41 V~
00:00:06.00-5711 ->  Speed:0.00 km/hr ~
00:00:06.00-5658 ->  Battery :12.34 V~
00:00:06.00-5586 ->  Speed:0.00 km/hr ~
00:00:06.00-5535 ->  Battery :12.33 V~
00:00:06.00-5463 ->  Speed:0.00 km/hr ~
00:00:06.00-5413 ->  Battery :12.36 V~
00:00:06.00-5341 ->  Speed:0.00 km/hr ~
00:00:06.00-5290 ->  Battery :12.30 V~
00:00:06.00-5219 ->  Speed:0.00 km/hr ~
00:00:06.00-5168 ->  Battery :12.27 V~
00:00:06.00-5097 ->  Speed:0.00 km/hr ~
00:00:06.00-5045 ->  Battery :12.34 V~
00:00:07.00-6974 ->  Speed:0.00 km/hr ~
00:00:07.00-6924 ->  Battery :12.36 V~
00:00:07.00-6835 ->  Speed:0.00 km/hr ~
00:00:07.00-6783 ->  Battery :12.36 V~
00:00:07.00-6712 ->  Speed:0.00 km/hr ~
00:00:07.00-6661 ->  Battery :12.31 V~
00:00:07.00-6590 ->  Speed:0.00 km/hr ~
00:00:07.00-6539 ->  Battery :12.34 V~
00:00:07.00-6467 ->  Speed:0.00 km/hr ~
00:00:07.00-6417 ->  Battery :12.34 V~
00:00:07.00-6345 ->  Speed:0.00 km/hr ~
00:00:07.00-6294 ->  Battery :12.37 V~
00:00:07.00-6222 ->  Speed:0.00 km/hr ~
00:00:07.00-6172 ->  Battery :12.34 V~
00:00:07.00-6100 ->  Speed:0.00 km/hr ~
00:00:07.00-6047 ->  Battery :12.39 V~
00:00:08.00-7975 ->  Speed:0.00 km/hr ~
00:00:08.00-7925 ->  Battery :12.37 V~
00:00:08.00-7854 ->  Speed:0.00 km/hr ~
00:00:08.00-7802 ->  Battery :12.33 V~
00:00:08.00-7731 ->  Speed:0.00 km/hr ~
00:00:08.00-7680 ->  Battery :12.37 V~
00:00:08.00-7609 ->  Speed:0.00 km/hr ~
00:00:08.00-7558 ->  Battery :12.34 V~
00:00:08.00-7486 ->  Speed:0.00 km/hr ~
00:00:08.00-7436 ->  Battery :12.34 V~
00:00:08.00-7364 ->  Speed:0.00 km/hr ~
00:00:08.00-7293 ->  Battery :12.34 V~
00:00:08.00-7222 ->  Speed:0.00 km/hr ~
00:00:08.00-7142 ->  Battery :12.34 V~
00:00:08.00-7070 ->  Speed:0.00 km/hr ~
00:00:09.00-8991 ->  Battery :12.30 V~
00:00:09.00-8920 ->  Speed:0.00 km/hr ~
00:00:09.00-8840 ->  Battery :12.31 V~
00:00:09.00-8768 ->  Speed:0.00 km/hr ~
00:00:09.00-8689 ->  Battery :12.28 V~
00:00:09.00-8618 ->  Speed:0.00 km/hr ~
00:00:09.00-8538 ->  Battery :12.33 V~
00:00:09.00-8466 ->  Speed:0.00 km/hr ~
00:00:09.00-8386 ->  Battery :12.31 V~
00:00:09.00-8312 ->  Speed:0.00 km/hr ~
00:00:09.00-8235 ->  Battery :12.30 V~
00:00:09.00-8163 ->  Speed:0.00 km/hr ~
00:00:09.00-8084 ->  Battery :12.36 V~
00:00:09.00-8013 ->  Speed:0.00 km/hr ~
00:00:10.00-9934 ->  Battery :12.37 V~
00:00:10.00-9862 ->  Speed:0.00 km/hr ~
00:00:10.00-9782 ->  Battery :12.31 V~
00:00:10.00-9710 ->  Speed:0.00 km/hr ~
00:00:10.00-9631 ->  Battery :12.33 V~
00:00:10.00-9560 ->  Speed:0.00 km/hr ~
00:00:10.00-9480 ->  Battery :12.30 V~
00:00:10.00-9408 ->  Speed:0.00 km/hr ~
00:00:10.00-9329 ->  Battery :12.31 V~
00:00:10.00-9259 ->  Speed:0.00 km/hr ~
00:00:10.00-9178 ->  Battery :12.31 V~
00:00:10.00-9106 ->  Speed:0.00 km/hr ~
00:00:10.00-9027 ->  Battery :12.36 V~
00:00:11.00-10956 ->  Speed:0.00 km/hr ~
00:00:11.00-10876 ->  Battery :12.25 V~
00:00:11.00-10804 ->  Speed:0.00 km/hr ~
00:00:11.00-10725 ->  Battery :12.30 V~
00:00:11.00-10654 ->  Speed:0.00 km/hr ~
00:00:11.00-10574 ->  Battery :12.25 V~
00:00:11.00-10502 ->  Speed:0.00 km/hr ~
00:00:11.00-10423 ->  Battery :12.34 V~
00:00:11.00-10351 ->  Speed:0.00 km/hr ~
00:00:11.00-10272 ->  Battery :12.28 V~
00:00:11.00-10200 ->  Speed:0.00 km/hr ~
00:00:11.00-10121 ->  Battery :12.28 V~
00:00:11.00-10049 ->  Speed:0.00 km/hr ~
00:00:12.00-11971 ->  Battery :12.30 V~
00:00:12.00-11899 ->  Speed:0.00 km/hr ~
00:00:12.00-11819 ->  Battery :12.30 V~
00:00:12.00-11747 ->  Speed:0.00 km/hr ~
00:00:12.00-11668 ->  Battery :12.33 V~
00:00:12.00-11597 ->  Speed:0.00 km/hr ~
00:00:12.00-11517 ->  Battery :12.30 V~
00:00:12.00-11445 ->  Speed:0.00 km/hr ~
00:00:12.00-11366 ->  Battery :12.28 V~
00:00:12.00-11295 ->  Speed:0.00 km/hr ~
00:00:12.00-11215 ->  Battery :12.34 V~
00:00:12.00-11143 ->  Speed:0.00 km/hr ~
00:00:12.00-11064 ->  Battery :12.31 V~
00:00:13.00-12993 ->  Speed:0.00 km/hr ~
00:00:13.00-12913 ->  Battery :12.31 V~
00:00:13.00-12841 ->  Speed:0.00 km/hr ~
00:00:13.00-12762 ->  Battery :12.33 V~
00:00:13.00-12691 ->  Speed:0.00 km/hr ~
00:00:13.00-12611 ->  Battery :12.31 V~
00:00:13.00-12536 ->  Speed:0.00 km/hr ~
00:00:13.00-12460 ->  Battery :12.27 V~
00:00:13.00-12388 ->  Speed:0.00 km/hr ~
00:00:13.00-12309 ->  Battery :12.33 V~
00:00:13.00-12237 ->  Speed:0.00 km/hr ~
00:00:13.00-12157 ->  Battery :12.30 V~
00:00:13.00-12085 ->  Speed:0.00 km/hr ~
00:00:13.00-12007 ->  Battery :12.28 V~
00:00:14.00-13934 ->  Speed:0.00 km/hr ~
00:00:14.00-13855 ->  Battery :12.30 V~
00:00:14.00-13783 ->  Speed:0.00 km/hr ~
00:00:14.00-13704 ->  Battery :12.28 V~
00:00:14.00-13630 ->  Speed:0.00 km/hr ~
00:00:14.00-13553 ->  Battery :12.27 V~
00:00:14.00-13481 ->  Speed:0.00 km/hr ~
00:00:14.00-13402 ->  Battery :12.33 V~
00:00:14.00-13331 ->  Speed:0.00 km/hr ~
00:00:14.00-13251 ->  Battery :12.28 V~
00:00:14.00-13179 ->  Speed:0.00 km/hr ~
00:00:14.00-13100 ->  Battery :12.31 V~
00:00:14.00-13029 ->  Speed:0.00 km/hr ~
00:00:15.00-14949 ->  Battery :12.30 V~
00:00:15.00-14877 ->  Speed:0.00 km/hr ~
00:00:15.00-14797 ->  Battery :12.31 V~
00:00:15.00-14723 ->  Speed:0.00 km/hr ~
00:00:15.00-14646 ->  Battery :12.36 V~
00:00:15.00-14574 ->  Speed:0.00 km/hr ~
00:00:15.00-14495 ->  Battery :12.34 V~
00:00:15.00-14423 ->  Speed:0.00 km/hr ~
00:00:15.00-14345 ->  Battery :12.28 V~
00:00:15.00-14273 ->  Speed:0.00 km/hr ~
00:00:15.00-14193 ->  Battery :12.30 V~
00:00:15.00-14121 ->  Speed:0.00 km/hr ~
00:00:15.00-14042 ->  Battery :12.30 V~
00:00:16.00-15971 ->  Speed:0.00 km/hr ~
00:00:16.00-15891 ->  Battery :12.30 V~
00:00:16.00-15819 ->  Speed:0.00 km/hr ~
00:00:16.00-15740 ->  Battery :12.30 V~
00:00:16.00-15669 ->  Speed:0.00 km/hr ~
00:00:16.00-15589 ->  Battery :12.28 V~
00:00:16.00-15517 ->  Speed:0.00 km/hr ~
00:00:16.00-15438 ->  Battery :12.27 V~
00:00:16.00-15367 ->  Speed:0.00 km/hr ~
00:00:16.00-15287 ->  Battery :12.30 V~
00:00:16.00-15215 ->  Speed:0.00 km/hr ~
00:00:16.00-15136 ->  Battery :12.28 V~
00:00:16.00-15065 ->  Speed:0.00 km/hr ~
00:00:17.00-16985 ->  Battery :12.31 V~
00:00:17.00-16913 ->  Speed:0.00 km/hr ~
00:00:17.00-16834 ->  Battery :12.30 V~
00:00:17.00-16762 ->  Speed:0.00 km/hr ~
00:00:17.00-16683 ->  Battery :12.28 V~
00:00:17.00-16611 ->  Speed:0.00 km/hr ~
00:00:17.00-16532 ->  Battery :12.30 V~
00:00:17.00-16460 ->  Speed:0.00 km/hr ~
00:00:17.00-16382 ->  Battery :12.30 V~
00:00:17.00-16310 ->  Speed:0.00 km/hr ~
00:00:17.00-16230 ->  Battery :12.27 V~
00:00:17.00-16158 ->  Speed:0.00 km/hr ~
00:00:17.00-16079 ->  Battery :12.31 V~
00:00:17.00-16008 ->  Speed:0.00 km/hr ~
00:00:18.00-17928 ->  Battery :12.34 V~
00:00:18.00-17856 ->  Speed:0.00 km/hr ~
00:00:18.00-17777 ->  Battery :12.25 V~
00:00:18.00-17706 ->  Speed:0.00 km/hr ~
00:00:18.00-17626 ->  Battery :12.31 V~
00:00:18.00-17554 ->  Speed:0.00 km/hr ~
00:00:18.00-17475 ->  Battery :12.30 V~
00:00:18.00-17404 ->  Speed:0.00 km/hr ~
00:00:18.00-17324 ->  Battery :12.33 V~
00:00:18.00-17252 ->  Speed:0.00 km/hr ~
00:00:18.00-17173 ->  Battery :12.30 V~
00:00:18.00-17102 ->  Speed:0.00 km/hr ~
00:00:18.00-17022 ->  Battery :12.27 V~
00:00:19.00-18947 ->  Speed:0.00 km/hr ~
00:00:19.00-18871 ->  Battery :12.30 V~
00:00:19.00-18799 ->  Speed:0.00 km/hr ~
00:00:19.00-18720 ->  Battery :12.28 V~
00:00:19.00-18648 ->  Speed:0.00 km/hr ~
00:00:19.00-18569 ->  Battery :12.28 V~
00:00:19.00-18497 ->  Speed:0.00 km/hr ~
